insee_code,ville,dep
8122,chooz,8
8190,givet,8
1319,relevant,1
8199,la grandville,8
1322,reyrieux,1
1339,st bernard,1
1360,st jean de gonville,1
8237,joigny sur meuse,8
1401,sergy,1
1405,servas,1
1419,thoiry,1
1423,toussieux,1
8316,neufmanil,8
8353,rancennes,8
2304,la fere,2
2307,la ferte milon,2
2310,fieulaine,2
2317,fluquieres,2
2323,fontaine uterte,2
2335,fressancourt,2
2337,froidestrees,2
2339,gandelu,2
2340,gauchy,2
2342,gergny,2
2353,grandlup et fay,2
2355,gricourt,2
2358,grougis,2
2361,guise,2
2362,guivry,2
2364,guyencourt,2
2370,hargicourt,2
2376,hauteville,2
2381,hirson,2
2389,jaulgonne,2
2390,jeancourt,2
2403,landifay et bertaignemont,2
2418,lerzy,2
2419,leschelle,2
2425,leuze,2
2438,longpont,2
2446,ly fontaine,2
2451,magny la fosse,2
2454,la malmaison,2
2456,manicamp,2
2461,marest dampcourt,2
2470,martigny,2
2472,mauregny en haye,2
2473,mayot,2
2474,mennessis,2
2483,mezieres sur oise,2
2486,missy les pierrepont,2
2491,monceau le neuf et faucouzy,2
2496,monnes,2
2497,mons en laonnois,2
2499,montbavin,2
2820,viry noureuil,2
3005,archignat,3
3041,le brethon,3
3054,chapeau,3
3124,gouise,3
3128,huriel,3
3198,neure,3
3233,st genest,3
3296,valigny,3
4041,le castellet,4
6019,blausasc,6
6037,caussols,6
6044,la colle sur loup,6
6057,l escarene,6
6071,guillaumes,6
6074,lantosque,6
6103,roquebilliere,6
16001,abzac,16
16003,agris,16
16008,amberac,16
16011,anais,16
16030,barret,16
16034,bazac,16
16052,bors de montmoreau,16
16053,bors de baignes,16
16056,bourg charente,16
16063,brie sous chalais,16
16065,brillac,16
16071,chabrac,16
16076,champagne mouton,16
16078,champniers,16
16083,charme,16
16096,cherves chatelars,16
16097,cherves richemont,16
16099,chillac,16
16104,condac,16
16109,courbillac,16
16116,criteuil la magdeleine,16
16118,deviat,16
16121,douzat,16
16130,les essards,16
16131,esse,16
16135,eymouthiers,16
16137,feuillade,16
16143,fouquebrune,16
16145,foussignac,16
16154,gond pontouvre,16
16160,guimps,16
16163,hiersac,16
16165,houlette,16
16171,juillac le coq,16
16177,ladiville,16
16184,licheres,16
16185,ligne,16
16187,linars,16
16190,longre,16
16191,lonnes,16
16196,luxe,16
16208,mareuil,16
16209,marillac le franc,16
16210,marsac,16
16212,massignac,16
16215,medillac,16
16216,merignac,16
16220,les metairies,16
16227,montignac le coq,16
16229,montjean,16
16231,montrollet,16
16232,mornac,16
16239,mouzon,16
16246,nonac,16
16250,orgedeuil,16
16255,parzac,16
16256,passirac,16
16260,pillac,16
16275,ranville breuillaud,16
16279,rioux martin,16
16280,rivieres,16
16281,la rochefoucauld en angoumois,16
16295,st amant de boixe,16
16303,st bonnet,16
16331,st laurent des combes,16
16338,st medard,16
16345,st quentin sur charente,16
16349,ste severe,16
16359,salles d angles,16
16372,souffrignac,16
16377,la tache,16
16378,taize aizie,16
16383,tourriers,16
16388,trois palis,16
16389,turgon,16
16394,vaux lavalette,16
16395,vaux rouillac,16
16424,yviers,16
17002,agudelle,17
17003,aigrefeuille d aunis,17
17005,allas bocage,17
17006,allas champagne,17
17012,annezay,17
17019,ars en re,17
17024,aulnay,17
17025,aumagne,17
17030,balanzac,17
17047,biron,17
17048,blanzac les matha,17
17050,bois,17
17055,boscamnant,17
17057,bouhet,17
17062,bresdon,17
17068,brie sous mortagne,17
17069,brives sur charente,17
17073,bussac sur charente,17
17083,champagne,17
17087,chantemerle sur la soie,17
17095,chatenet,17
17096,chaunac,17
17100,cherac,17
17102,chermignac,17
17104,chevanceaux,17
17117,contre,17
17124,courant,17
17125,courcelles,17
17130,coux,17
17135,cresse,17
17136,croix chapeau,17
17141,dompierre sur charente,17
17147,ecoyeux,17
17150,les eglises d argenteuil,17
17157,fenioux,17
17164,fontcouverte,17
17168,fouras,17
17173,la genetouze,17
17181,grandjean,17
17184,la gripperie st symphorien,17
17188,haimps,17
17190,l houmeau,17
17191,la jard,17
17194,la jarrie,17
17195,la jarrie audouin,17
17196,jazennes,17
17198,juicq,17
17208,longeves,17
17225,les mathes,17
17226,mazeray,17
17227,mazerolles,17
17230,meschers sur gironde,17
17232,meursac,17
17237,moeze,17
17249,mortiers,17
17252,le mung,17
17257,nere,17
17261,neuvicq le chateau,17
17262,nieul les saintes,17
17267,nuaille d aunis,17
17278,pisany,17
17279,plassac,17
17282,pommiers moulons,17
17283,pons,17
17284,pont l abbe d arnoult,17
17292,puy du lac,17
17297,rivedoux plage,17
17298,rioux,17
17299,rochefort,17
17305,rouffignac,17
17308,st agnant,17
17309,st aigulin,17
17317,st ciers du taillon,17
17336,st georges des coteaux,17
17342,st germain du seudre,17
17351,st just luzac,17
17365,st martin d ary,17
17385,st pierre d oleron,17
17391,st rogatien,17
17412,st vaize,17
17418,salignac sur charente,17
17421,saujon,17
17427,siecq,17
17438,tanzac,17
17443,thaire,17
17444,thenac,17
17452,la tremblade,17
17457,la devise,17
17461,vaux sur mer,17
17462,venerand,17
17468,vibrac,17
17469,villars en pons,17
17474,villeneuve la comtesse,17
17476,villexavier,17
17478,vinax,17
17482,vouhe,17
17486,la bree les bains,17
19002,aix,19
19007,altillac,19
19015,ayen,19
19021,bellechassagne,19
19025,beyssenac,19
19037,chamboulive,19
19054,chenailler mascheix,19
19056,clergoux,19
19062,correze,19
19065,courteix,19
19072,donzenac,19
19073,egletons,19
19075,espagnac,19
19080,eygurande,19
19094,juillac,19
19096,ladignac sur rondelles,19
19100,lagrauliere,19
19121,lubersac,19
19123,malemort,19
19129,masseret,19
19130,maussac,19
19137,meyrignac l eglise,19
19140,monceaux sur dordogne,19
19147,nespouls,19
19162,perpezac le noir,19
19164,peyrelevade,19
19165,peyrissac,19
19167,confolent port dieu,19
19170,queyssac les vignes,19
19172,rilhac treignac,19
19181,st augustin,19
19194,st clement,19
19195,st cyprien,19
19199,st etienne aux clos,19
19207,st germain les vergnes,19
19209,st hilaire les courbes,19
19216,st julien le vendomois,19
19230,st pardoux corbier,19
19244,st sulpice les bois,19
19251,sarran,19
19256,serandon,19
19263,soudeilles,19
19268,toy viam,19
19271,tudeils,19
19272,tulle,19
19276,uzerche,19
19278,varetz,19
19279,vars sur roseix,19
19280,vegennes,19
19284,viam,19
19286,vignols,19
16009,ambernac,16
16020,aubeterre sur dronne,16
16031,barro,16
16038,benest,16
16041,bessac,16
16048,boisbreteau,16
16062,brie sous barbezieux,16
16064,brigueuil,16
16085,chasseneuil sur bonnieure,16
16095,chenon,16
16103,combiers,16
16127,empure,16
16140,fontclaireau,16
16151,gente,16
16158,grassac,16
16168,jauldes,16
16173,juille,16
16174,julienne,16
16183,lesignac durand,16
16188,le lindois,16
16211,marthon,16
16217,merpins,16
16223,montbron,16
16226,montignac charente,16
16237,mouton,16
16238,moutonneau,16
16251,oriolles,16
16267,poullignac,16
16272,puyreaux,16
16276,reignac,16
16285,rougnac,16
16287,roullet st estephe,16
16293,st adjutory,16
16302,st avit,16
16304,st brice,16
16306,st christophe,16
16315,st felix,16
16316,st fort sur le ne,16
16323,st germain de montbron,16
16340,st meme les carrieres,16
16347,st romain,16
16352,st simon,16
16355,st sulpice de cognac,16
16357,st vallier,16
16362,salles lavalette,16
16373,souvigne,16
16385,touvre,16
16397,verdille,16
16400,verteuil sur charente,16
16414,villognon,16
16416,vitrac st vincent,16
16422,vouzan,16
16423,xambes,16
17008,andilly,17
17010,angoulins,17
17011,annepont,17
17018,ardillieres,17
23001,ahun,23
17039,belluire,17
23003,alleyrat,23
17045,beurlay,17
23007,ars,23
17049,blanzay sur boutonne,17
23009,auge,23
17051,le bois plage en re,17
23017,basville,23
17060,boutenac touvent,17
23023,blaudeix,23
17064,breuillet,17
23030,bourganeuf,23
17066,brie sous archiac,17
23031,boussac,23
17071,la brousse,17
23032,boussac bourg,23
17076,celles,17
23043,chamberaud,23
17078,chadenac,17
23051,la chapelle st martial,23
17080,chambon,17
23052,la chapelle taillefert,23
17081,chamouillac,17
23053,chard,23
17082,champagnac,17
23059,la chaussade,23
17084,champagnolles,17
23062,cheniers,23
23068,cressat,23
17094,chatelaillon plage,17
23088,gartempe,23
17105,chives,17
17106,cierzac,17
23106,lepaud,23
17115,colombiers,17
23114,lussat,23
17118,corignac,17
23116,mainsat,23
17122,coulonges,17
23130,measnes,23
17126,courcerac,17
23141,naillat,23
17131,cozes,17
23142,neoux,23
17152,epargnes,17
23146,nouzerines,23
17154,les essards,17
23150,peyrabout,23
17155,etaules,17
23154,pionnat,23
17156,expiremont,17
23156,pontcharraud,23
17159,fleac sur seugne,17
23160,reterre,23
17162,fontaine chalendray,17
23162,roches,23
17166,forges,17
23168,sardent,23
17175,germignac,17
23169,la sauniere,23
17183,grezac,17
23176,la souterraine,23
17185,le gua,17
23177,st agnant de versillat,23
17186,le gue d allere,17
23186,st christophe,23
17187,guitinieres,17
23199,st germain beaupre,23
17193,la jarne,17
23202,st hilaire le chateau,23
17197,jonzac,17
23214,st martial le mont,23
17203,landrais,17
17204,leoville,17
17207,loix,17
23230,st pierre cherignat,23
17212,louzignac,17
23235,st priest la feuille,23
23237,st priest palus,23
17223,massac,17
23239,st sebastien,23
23241,st silvain bellegarde,23
17242,montils,17
23258,vareilles,23
17243,montlieu la garde,17
23262,vigeville,23
17250,mosnac,17
23265,la villeneuve,23
17259,neulles,17
24005,alles sur dordogne,24
17263,nieul le virouil,17
24006,allas les mines,24
17268,nuaille sur boutonne,17
24008,angoisse,24
17269,orignolles,17
24023,baneuil,24
17275,pessines,17
17280,plassay,17
17288,poursay garnaud,17
17290,prignac,17
24032,beauronne,24
17291,puilboreau,17
24051,bosset,24
17296,retaud,17
24061,bourrou,24
24062,bouteilles st sebastien,24
17302,romegoux,17
17312,st bonnet sur gironde,17
17315,st christophe,17
24074,calviac en perigord,24
17321,st crepin,17
24091,cenac et st julien,24
17324,st dizant du bois,17
24094,chalagnac,24
17325,st dizant du gua,17
24098,champcevinel,24
17328,st fort sur gironde,17
24107,la chapelle faucher,24
17330,ste gemme,17
24113,la chapelle st jean,24
17332,st georges antignac,17
24114,chassaignes,24
24117,les coteaux perigourdins,24
17339,st germain de lusignan,17
24120,cherveix cubas,24
17344,st hilaire de villefranche,17
24122,cladech,24
17346,st hippolyte,17
24131,connezac,24
17348,st jean d angle,17
24144,creyssac,24
17349,st jean de liversay,17
24148,cuneges,24
17353,st laurent de la pree,17
24153,la dornac,24
17375,st nazaire sur charente,17
24157,douzillac,24
24163,etouars,24
17389,ste radegonde,17
24175,les farges,24
17395,st sauvant,17
24176,faurilles,24
17396,st sauveur d aunis,17
24180,firbeix,24
24188,fossemagne,24
17398,st seurin de palenne,17
24191,fraisse,24
17400,st sever de saintonge,17
24195,gaugeac,24
17403,st simon de bordes,17
24197,ginestet,24
17404,st simon de pellouaille,17
24202,granges d ans,24
17411,st trojan les bains,17
24211,issac,24
17415,saintes,17
24220,lacropte,24
17416,saleignes,17
24222,la force,24
17428,sonnac,17
24223,lalinde,24
17429,soubise,17
24226,lamothe montravel,24
17431,soulignonne,17
24229,le lardin st lazare,24
17434,surgeres,17
24242,liorac sur louyre,24
17441,tesson,17
24243,lisle,24
17448,tonnay boutonne,17
24248,lussas et nontronneau,24
17451,les touches de perigny,17
17465,la vergne,17
17479,virollet,17
24259,eyraud crempse maurens,24
17481,voissay,17
24267,mescoules,24
24273,molieres,24
24274,monbazillac,24
24277,monfaucon,24
24313,orliac,24
24317,paulin,24
24321,pazayac,24
24322,perigueux,24
24324,peyrignac,24
24329,le pizou,24
24337,prats du perigord,24
24346,quinsac,24
24355,la roque gageac,24
24357,rouffignac de sigoules,24
64004,abitain,64
64011,aincille,64
24367,st andre de double,24
64013,ainhice mongelos,64
24372,st astier,24
64018,amendeuix oneix,64
64022,andrein,64
24384,st cassien,24
64033,araux,64
24388,st chamassy,24
64035,arbonne,64
64005,abos,64
24390,st crepin d auberoche,24
64040,arette,64
64008,ahaxe alciette bascassan,64
24394,ste croix de mareuil,24
64048,arnos,64
64014,ainhoa,64
24396,st cyprien,24
64049,aroue ithorots olhaiby,64
64021,andoins,64
24399,st etienne de puycorbier,24
64054,arros de nay,64
64023,angais,64
24404,st felix de reillac et mortemart,24
64063,arzacq arraziguet,64
64029,aramits,64
24405,st felix de villadeix,24
64079,aurions idernes,64
64034,arberats sillegue,64
24419,st germain et mons,24
64084,aydie,64
64036,arbouet sussaute,64
24423,st julien innocence eulalie,24
64092,banca,64
64039,aren,64
64093,barcus,64
64043,argelos,64
24426,st jean d estissac,24
64096,barraute camu,64
64047,arneguy,64
24429,st jory las bloux,24
64098,bassillon vauze,64
64052,arricau bordes,64
24434,st just,24
64099,bastanes,64
64064,asasp arros,64
24441,st leon d issigeac,24
64104,bedous,64
64066,ascarat,64
24444,st louis en l isle,24
64114,bernadets,64
64073,aubin,64
24445,st marcel du perigord,24
64115,berrogain laruns,64
64087,baigts de bearn,64
24452,st martial viveyrol,24
64117,besingrand,64
64089,baleix,64
24455,st martin de riberac,24
64120,beyrie sur joyeuse,64
64097,barzun,64
24457,st martin l astier,24
64134,bonloc,64
64103,bedeille,64
24459,st mayme de pereyrol,24
64138,bordes,64
64107,behorleguy,64
24464,st mesmin,24
64141,boueilh boueilho lasque,64
64109,benejacq,64
24465,st michel de double,24
64147,briscous,64
64111,bentayou seree,64
24466,st michel de montaigne,24
64157,buzy,64
64121,beyrie en bearn,64
24478,st pardoux et vielvic,24
64167,carrere,64
64124,bidarray,64
24485,st pierre de cole,24
64170,castagnede,64
64126,bidos,64
64178,castetnau camblong,64
64128,bilheres,64
64185,cette eygun,64
64135,bonnut,64
24495,st romain de monpazier,24
64201,dognen,64
64136,borce,64
19001,affieux,19
24505,st sulpice d excideuil,24
64204,eaux bonnes,64
64137,borderes,64
19005,allassac,19
24512,st vincent le paluel,24
64206,escot,64
64143,bouillon,64
19006,alleyrat,19
24516,salignac eyvigues,24
64213,espelette,64
64144,boumourt,64
19010,argentat sur dordogne,19
24520,sarlat la caneda,24
64219,estialescq,64
64153,burosse mendousse,64
24529,segonzac,24
64220,estos,64
64160,cambo les bains,64
19023,beynat,19
24542,soulaures,24
64221,etcharry,64
64161,came,64
19038,chameyrat,19
24546,temple laguyon,24
64227,gabaston,64
64165,cardesse,64
19041,chanac les mines,19
24547,terrasson lavilledieu,24
64228,gabat,64
64166,caro,64
19046,chapelle spinasse,19
24548,teyjat,24
64241,geronce,64
64175,castet,64
19047,chartrier ferriere,19
24551,thiviers,24
64250,guiche,64
64177,castetis,64
19057,collonges la rouge,19
24553,tocane st apre,24
64253,gurs,64
64182,castillon de lembeye,64
19059,conceze,19
24554,la tour blanche cercles,24
64260,hendaye,64
64184,cescau,64
19069,darazac,19
24559,tursac,24
64264,l hopital st blaise,64
64187,charritte de bas,64
19074,l eglise aux bois,19
24563,valojoulx,24
64267,ibarrolle,64
64191,coarraze,64
19088,grandsaigne,19
24566,varennes,24
64269,idron,64
64197,cuqueron,64
19090,gumond,19
24568,velines,24
64273,irissarry,64
64198,denguin,64
19095,lacelle,19
24580,villac,24
64275,ispoure,64
64203,doumy,64
64282,jatxou,64
64211,eslourenties daban,64
19104,lamongerie,19
64287,laas,64
64215,espiute,64
19108,laroche pres feyt,19
64290,labastide monrejeau,64
64218,esterencuby,64
19109,lascaux,19
64293,labatut figuieres,64
64232,garlede mondebat,64
19111,laval sur luzege,19
64297,lacarre,64
64238,ger,64
19112,lestards,19
64307,lalongue,64
64245,goes,64
19120,louignac,19
64318,larreule,64
64251,guinarthe parenties,64
64324,lasseube,64
64252,gurmencon,64
19131,meilhards,19
64341,lichos,64
64259,helette,64
19132,menoire,19
64343,limendous,64
64263,l hopital d orion,64
19133,mercoeur,19
64349,loubieng,64
64270,igon,64
19135,mestes,19
64354,louvie soubiron,64
64277,isturits,64
19141,monestier merlines,19
64356,luc armau,64
64280,izeste,64
19142,monestier port dieu,19
64359,lucq de bearn,64
64283,jaxu,64
19146,naves,19
64386,mirepeix,64
64284,jurancon,64
19152,nonards,19
64396,mont,64
64288,labastide cezeracq,64
19155,orliac de bar,19
64289,la bastide clairence,64
19159,peret bel air,19
64399,montardon,64
64292,labatmale,64
19160,perols sur vezere,19
64404,montory,64
64298,lacarry arhan charritte de haut,64
19166,pierrefitte,19
64416,navarrenx,64
19174,la roche canillac,19
64426,orin,64
64304,lahonce,64
19176,rosiers d egletons,19
64432,ossas suhare,64
64308,lalonquette,64
19186,st bonnet elvert,19
64433,osse en aspe,64
64312,lanneplaa,64
19189,st bonnet les tours de merle,19
64435,osserain rivareyte,64
64315,laroin,64
19191,st cernin de larche,19
64438,ouillon,64
19193,st cirgues la loutre,19
64439,ousse,64
64325,lasseubetat,64
19202,ste fereole,19
64446,peyrelongue abos,64
64330,lees athas,64
19204,st frejoux,19
64450,pomps,64
64331,lembeye,64
19214,st julien aux bois,19
64457,poursiugues boucoue,64
64332,leme,64
19217,st julien maumont,19
64473,ste colome,64
64335,lescar,64
19222,st martin la meanne,19
64480,st gladie arrive munein,64
64348,lons,64
19225,st merd de lapleau,19
64483,st jean de luz,64
64352,lourenties,64
19228,st pantaleon de lapleau,19
64491,st medard,64
64353,louvie juzon,64
19235,st paul,19
64493,st palais,64
64355,louvigny,64
19239,st robert,19
64494,st pe de leren,64
64357,lucarre,64
19245,st sylvain,19
64506,sarrance,64
64365,malaussanne,64
64512,sauvelade,64
64368,masparraute,64
19253,segonzac,19
64525,siros,64
64372,maure,64
19262,soudaine lavinadiere,19
64527,souraide,64
64374,mazerolles,64
19265,tarnac,19
64532,tadousse ussau,64
64378,menditte,64
19270,troche,19
64533,tardets sorholus,64
64380,meracq,64
19277,valiergues,19
64535,tarsacq,64
64391,moncayolle larrory mendibieu,64
64536,theze,64
64392,moncla,64
64538,uhart cize,64
64541,urdes,64
64397,montagut,64
64542,urdos,64
64403,montfort,64
64554,viellenave d arthez,64
64408,mouhous,64
64555,viellenave de navarrenx,64
64410,mourenx,64
64413,narcastet,64
64414,narp,64
64415,navailles angos,64
64422,oloron ste marie,64
64429,orsanco,64
64434,ossenx,64
64440,ozenx montestrucq,64
64445,pau,64
64449,poey d oloron,64
64451,ponson debat pouts,64
64455,portet,64
64461,puyoo,64
64466,rivehaute,64
64470,st armou,64
64478,st faust,64
64487,st just ibarre,64
64488,st laurent bretagne,64
64496,st pierre d irube,64
64505,sarpourenx,64
64510,sault de navailles,64
64518,sendets,64
64520,serres morlaas,64
64524,simacourbe,64
64534,taron sadirac viellenave,64
64537,trois villes,64
64545,urrugne,64
64547,ustaritz,64
64548,uzan,64
64550,uzos,64
64552,vialer,64
64557,vignes,64
23004,anzeme,23
23010,augeres,23
23012,auriat,23
23013,auzances,23
23016,banize,23
23018,bazelat,23
23020,bellegarde en marche,23
23025,bonnat,23
23027,bosmoreau les mines,23
23029,le bourg d hem,23
23038,bussiere st georges,23
23040,la celle sous gouzon,23
23056,chatelus le marcheix,23
23063,clairavaux,23
23075,dun le palestel,23
23076,evaux les bains,23
23078,faux mazuras,23
23083,fontanieres,23
23086,franseches,23
23095,le grand bourg,23
23097,issoudun letrieix,23
23098,jalesches,23
23099,janaillat,23
23100,jarnages,23
64002,abere,64
23118,maisonnisses,23
64015,alcay alcabehety sunharette,64
23119,malleret,23
64016,aldudes,64
23122,mansat la courriere,23
64025,angous,64
23132,montaigut le blanc,23
64026,anhaux,64
23137,mourioux vieilleville,23
64031,arancou,64
23139,moutier malcard,23
23140,moutier rozeille,23
64053,arrien,64
23144,la nouaille,23
64056,arroses,64
23172,la serre bussiere vieille,23
64059,artigueloutan,64
23173,soubrebost,23
64061,artix,64
23178,st agnant pres crocq,23
64065,ascain,64
23184,st bard,23
64068,asson,64
23185,st chabrais,23
64070,astis,64
64074,aubous,64
64081,aussurucq,64
23201,st hilaire la plaine,23
64085,aydius,64
23206,st laurent,23
64086,ayherre,64
23207,st leger bridereix,23
64094,bardos,64
23208,st leger le gueretois,23
64102,bayonne,64
23210,st maixant,23
64106,behasque lapiste,64
23211,st marc a frongier,23
64112,berenx,64
23223,st moreil,23
64122,biarritz,64
23226,st pardoux d arnet,23
64123,bidache,64
23229,st pardoux les cards,23
64133,boeil bezing,64
64140,boucau,64
23243,st silvain sous toulx,23
64142,bougarber,64
23255,trois fonds,23
64148,bruges capbis mifaget,64
23257,valliere,23
23259,verneiges,23
24002,agonac,24
64155,bustince iriberry,64
24011,antonne et trigonant,24
64162,camou cihigue,64
24024,bardou,24
64171,casteide cami,64
64173,casteide doat,64
24030,beauregard de terrasson,24
64174,castera loubix,64
64179,castetner,64
24045,boisse,24
64181,castillon d arthez,64
24048,bonneville et st avit de fumadieres,24
64183,caubios loos,64
24052,bouillac,24
64186,charre,64
64190,claracq,64
24055,bourdeilles,24
64192,conchez de bearn,64
24057,bourg des maisons,24
24060,bourniquel,24
64205,escos,64
64212,espechede,64
64217,esquiule,64
24069,bussac,24
64222,etchebar,64
24073,cales,24
64237,gelos,64
24076,campagne,24
64256,hasparren,64
24085,la cassagne,24
64257,haut de bosdarros,64
24087,castels et bezenac,24
64261,herrere,64
24095,chalais,24
64268,idaux mendy,64
24101,champs romain,24
64279,itxassou,64
24105,chapdeuil,24
64281,jasses,64
24109,la chapelle gresignac,24
64285,juxue,64
24111,la chapelle montmoreau,24
64286,laa mondrans,64
24119,cherval,24
64291,labastide villefranche,64
24126,colombier,24
64296,lacadee,64
24128,comberanche et epeluche,24
64299,lacommande,64
24140,cours de pile,24
64305,lahontan,64
24145,creysse,24
64306,lahourcade,64
24154,douchapt,24
64310,lanne en baretous,64
24160,eglise neuve de vergt,24
64321,lasclaveries,64
24165,eygurande et gardedeuil,24
64322,lasse,64
64329,lee,64
64337,lespielle,64
24174,fanlac,24
64344,livron,64
24182,le fleix,24
64345,lohitzun oyhercq,64
1078,challex,1
24194,gardonne,24
64346,lombia,64
24208,grun bordas,24
64347,loncon,64
24213,jaure,24
64362,luxe sumberraute,64
24214,javerlhac et la chapelle st robert,24
64363,lys,64
24216,la jemaye ponteyraud,24
64366,mascaraas haron,64
64367,maslacq,64
24225,lamonzie st martin,24
64370,maucor,64
24228,lanquais,24
64371,mauleon licharre,64
24241,limeyrat,24
64375,meharin,64
24254,marnac,24
64376,meillon,64
24255,marquay,24
64377,mendionde,64
64379,mendive,64
24269,mialet,24
64382,mesplede,64
24271,milhac de nontron,24
64388,momy,64
24276,monestier,24
64389,monassut audiracq,64
24296,mouleydier,24
64407,mouguerre,64
24302,nailhac,24
64409,moumour,64
24304,nantheuil,24
64419,nousty,64
24311,nontron,24
64420,ogenne camptort,64
24320,payzac,24
64421,ogeu les bains,64
24326,peyzac le moustier,24
64427,orion,64
24331,pomport,24
64436,osses,64
24366,st andre d allas,24
24379,st avit senieur,24
64443,pardies,64
24382,st capraise de lalinde,24
64454,pontiacq viellepinte,64
24392,st crepin et carlucet,24
64458,prechacq josbaig,64
24393,ste croix,24
64465,riupeyrous,64
1219,lompnas,1
24406,ste foy de belves,24
64467,rontignon,64
24407,ste foy de longas,24
64469,st abit,64
24410,st front la riviere,24
64474,st dos,64
1246,mezeriat,1
24414,st georges de montclard,24
64475,ste engrace,64
1250,miserieux,1
24417,st germain des pres,24
64481,st goin,64
24438,st laurent la vallee,24
64482,st jammes,64
1275,neyron,1
24446,st marcory,24
64484,st jean le vieux,64
24458,st martin le pin,24
64490,st martin d arrossa,64
24470,ste mondane,24
64495,st pee sur nivelle,64
24482,st paul lizonne,24
64501,sallespisse,64
1289,peronnas,1
24496,st romain et st clement,24
64507,saubole,64
24519,sarlande,24
64513,sauveterre de bearn,64
24524,savignac de miremont,24
64517,semeacq blachon,64
24525,savignac de nontron,24
64519,serres castet,64
24528,sceau st angel,24
64522,sevignacq meyracq,64
24533,servanches,24
64528,suhescun,64
24536,singleyrac,24
64539,uhart mixe,64
24537,siorac de riberac,24
64543,urepel,64
1347,st didier de formans,1
24538,siorac en perigord,24
64544,urost,64
1370,st laurent sur saone,1
24545,teillots,24
64549,uzein,64
24552,thonac,24
24562,vallereuil,24
24573,verteillac,24
24574,veyrignac,24
24576,veyrines de vergt,24
24586,villetoureix,24
1389,st trivier sur moignans,1
2303,fayet,2
2316,fleury,2
2319,fonsomme,2
2320,fontaine les clercs,2
2328,fossoy,2
2330,francilly selency,2
2338,froidmont cohartille,2
2341,gercy,2
2345,gibercourt,2
2346,gizy,2
2350,goudelancourt les pierrepont,2
2359,grugies,2
2363,guny,2
2368,haramont,2
2374,lehaucourt,2
2375,hautevesnes,2
2378,la herie,2
2382,holnon,2
2384,houry,2
2388,iviers,2
2391,jeantes,2
2397,jussy,2
2398,juvigny,2
2399,juvincourt et damary,2
2402,lanchy,2
2404,landouzy la cour,2
2413,laval en laonnois,2
2416,leme,2
2421,lesges,2
2426,levergies,2
2429,lierval,2
2432,lime,2
2442,loupeigne,2
2445,luzoir,2
2448,machecourt,2
2465,marigny en orxois,2
2484,mezy moulins,2
2495,mondrepuis,2
2801,vigneux hocquet,2
2818,villiers st denis,2
2819,vincy reuil et magny,2
3020,beaune d allier,3
3055,la chapelaude,3
3056,la chapelle,3
3077,chirat l eglise,3
3087,couleuvre,3
3094,creuzier le vieux,3
3095,cusset,3
3108,echassieres,3
3130,isle et bardais,3
3143,letelon,3
3146,limoise,3
3150,louroux bourbonnais,3
3191,murat,3
3195,neris les bains,3
3197,neuilly le real,3
3210,pouzy mesangy,3
3228,st eloy d allier,3
3259,st sauvier,3
4106,lurs,4
4156,puimichel,4
6042,clans,6
6053,daluis,6
6110,roubion,6
6111,roure,6
6125,st martin d entraunes,6
6130,st vallier de thiey,6
8188,gespunsart,8
79005,airvault,79
79007,allonne,79
79013,argentonnay,79
79014,loretz d argenton,79
79015,asnieres en poitou,79
79016,assais les jumeaux,79
79023,avon,79
79029,beaulieu sous parthenay,79
79046,le bourdet,79
79049,bressuire,79
79055,brieuil sur chize,79
79060,caunay,79
79063,val en vignes,79
79066,champdeniers,79
79074,la chapelle pouilloux,79
79078,plaine d argenson,79
79088,chiche,79
79100,coulon,79
79115,exoudun,79
79117,faye sur ardin,79
79121,fomperron,79
79123,la foret sur sevre,79
79126,les fosses,79
79135,gourge,79
79136,alloinay,79
79137,granzay gript,79
79139,les groseillers,79
79140,valdelaume,79
79150,limalonges,79
79174,melle,79
79179,moncoutant sur sevre,79
79185,aigondigne,79
79189,nanteuil,79
79191,niort,79
79195,nueil les aubiers,79
79196,plaine et vallees,79
79198,paizay le chapt,79
79200,pamplie,79
79205,pers,79
79235,st amand sur sevre,79
79242,voulmentin,79
79243,st coutant,79
79246,ste eanne,79
79258,st jacques de thouars,79
79265,st leger de montbrun,79
79267,st lin,79
79269,st maixent de beugne,79
79273,st martin de bernegoue,79
79276,st martin de st maixent,79
79284,ste ouenne,79
79289,st pierre des echaubrognes,79
79300,ste verge,79
79302,saivres,79
79304,sansais,79
79306,saurais,79
79322,le tallud,79
79329,thouars,79
79332,trayes,79
79342,vernoux en gatine,79
79350,villiers en bois,79
79001,l absie,79
79002,adilly,79
79012,ardin,79
79018,aubigne,79
79020,auge,79
79031,beauvoir sur niort,79
79064,fontivillie,79
79069,chanteloup,79
79079,mauleon,79
79083,chef boutonne,79
79084,chenay,79
79091,cirieres,79
79101,coulonges sur l autize,79
79118,fenery,79
79125,fors,79
79127,la foye monjault,79
79128,francois,79
79133,germond rouvre,79
79148,lezay,79
79149,lhoumois,79
79152,lorigne,79
79156,louin,79
79159,luche thouarsais,79
79161,luzay,79
79202,parthenay,79
79216,prahecq,79
79217,prailles la couarde,79
79223,puihardy,79
79229,la rochenard,79
79230,rom,79
79250,ste gemme,79
79251,marcille,79
79252,st generoux,79
33002,aillas,33
79253,st georges de noisne,79
